Date,Time,EAR,MAR,Head Position,Phone,Driver Status
15-07-2026,21:24:44,0.256,0.026,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:24:44,0.243,0.037,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:24:44,0.249,0.026,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:24:44,0.269,0.050,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:24:45,0.240,0.050,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:24:45,0.244,0.049,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:24:45,0.255,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:24:45,0.258,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.267,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.249,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.263,0.023,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.263,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.251,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.258,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.265,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.239,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.264,0.027,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.263,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:45,0.215,0.028,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.235,0.085,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.240,0.137,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.241,0.000,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:24:46,0.204,0.028,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.199,0.028,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.221,0.000,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:24:46,0.221,0.027,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:24:46,0.228,0.000,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:24:46,0.226,0.000,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:24:46,0.236,0.000,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:24:46,0.219,0.000,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:24:46,0.194,0.027,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.201,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.215,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.200,0.027,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:46,0.209,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.207,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.211,0.054,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.222,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.219,0.180,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.230,0.055,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.270,0.059,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.205,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.207,0.102,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.217,0.056,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.212,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.207,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.263,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.262,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.260,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.276,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:47,0.277,0.097,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:48,0.276,0.056,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:48,0.290,0.035,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:48,0.278,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:48,0.279,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:48,0.264,0.035,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.272,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.239,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.266,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.249,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.239,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.256,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.261,0.036,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.239,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.240,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.240,0.000,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:48,0.277,0.000,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:49,0.241,0.053,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:49,0.251,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:24:49,0.219,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.247,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.254,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.243,0.105,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.246,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.248,0.077,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.248,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.255,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.265,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.253,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.270,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.270,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:49,0.222,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.231,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.213,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.259,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.260,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.280,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.268,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.285,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.259,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.270,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.270,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.277,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.279,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.276,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.270,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.264,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:50,0.273,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.270,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.280,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.274,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.268,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.259,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.283,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.272,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.283,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.283,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.272,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.283,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.292,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.281,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.283,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.280,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:51,0.290,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.275,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.260,0.035,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.277,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.277,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.277,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.275,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.277,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.277,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.275,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.275,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.275,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.265,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.255,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.267,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:52,0.265,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.265,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.265,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.275,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.275,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.265,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.265,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.284,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.284,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.284,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.286,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.284,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.286,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.267,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.265,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.275,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:53,0.286,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.287,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.280,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.280,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.285,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.275,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.273,0.035,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.283,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.273,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.272,0.055,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.272,0.035,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.282,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.287,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.279,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.250,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:54,0.260,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.265,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.255,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.254,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.263,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.233,0.034,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.246,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.233,0.077,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.233,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.228,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.228,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.224,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.218,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.243,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.260,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.259,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.277,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:55,0.260,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.255,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.265,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.265,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.269,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.264,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.276,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.280,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.283,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.287,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.279,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.283,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.281,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.275,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.275,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.269,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:56,0.281,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.262,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.265,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.257,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.262,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.269,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.260,0.077,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.259,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.247,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.255,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.251,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.264,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.251,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.223,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.243,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:57,0.228,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.223,0.051,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.211,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.216,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.198,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.201,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.194,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.205,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.198,0.051,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.177,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.194,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.223,0.055,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.228,0.035,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.226,0.054,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.223,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.223,0.056,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:58,0.233,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.226,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.233,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.224,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.237,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.238,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.201,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.116,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.105,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.230,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.241,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.248,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.236,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.248,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.246,0.048,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.245,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:24:59,0.240,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:00,0.237,0.024,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:00,0.242,0.034,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:00,0.260,0.024,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:00,0.242,0.054,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:00,0.263,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:00,0.228,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:00,0.246,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:00,0.265,0.051,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:00,0.270,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:00,0.261,0.050,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:00,0.270,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:00,0.270,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:00,0.260,0.050,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:00,0.263,0.026,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.272,0.025,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.265,0.025,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.264,0.025,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.272,0.025,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.262,0.025,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.270,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.258,0.026,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.270,0.057,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.270,0.025,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.270,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.270,0.025,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.270,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:01,0.265,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:02,0.267,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:02,0.260,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:02,0.260,0.000,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:02,0.267,0.025,LOOKING FORWARD,PHONE DETECTED,ALERT
15-07-2026,21:25:02,0.275,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.261,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.275,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.263,0.051,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.262,0.051,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.277,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.229,0.051,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.232,0.053,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.249,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.251,0.059,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:02,0.216,0.026,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.207,0.026,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.207,0.026,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.204,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.212,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.217,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.225,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.232,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.232,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:03,0.223,0.026,LOOKING LEFT,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:03,0.223,0.000,LOOKING LEFT,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:03,0.235,0.000,LOOKING LEFT,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:03,0.228,0.000,LOOKING LEFT,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:03,0.224,0.026,LOOKING LEFT,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:04,0.209,0.037,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.223,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.232,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.215,0.026,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.232,0.027,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.236,0.027,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.236,0.026,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.227,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.236,0.037,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.241,0.037,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.241,0.026,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.210,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.219,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.218,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.228,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.229,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:25:04,0.231,0.026,LOOKING LEFT,NO PHONE,DISTRACTED
